438145,345887
438145,504
438145,11121
438145,33
346672,12437
346672,24
346672,277
346672,8966
346672,7131
62764,290595
62764,58595
62764,408
62764,808
62764,809
11321,415086
11321,393961
11321,76127
11321,476889
11321,72120
152601,604
152601,605
152601,335984
152601,500664
152601,2048
491584,11596
491584,81188
491584,426543
491584,10014
491584,11360
58595,290595
58595,408
58595,385448
58595,8840
58595,224141
425972,405774
425972,76341
425972,8810
425972,443463
425972,297762
432301,440298
432301,403
432301,2142
432301,376866
432301,2604
468362,691
468362,401469
468362,85
468362,564
468362,433627
391713,398818
391713,84892
391713,376867
391713,9813
391713,273153
24021,50619
24021,50620
24021,49017
440161,1429
440161,8966
440161,429
440161,510
440161,581
467952,449176
467952,424
467952,423
467952,339259
176147,370663
176147,10818
176147,258480
176147,52371
176147,9813
341174,22705
341174,84892
341174,336843
341174,101299
341174,27066
77338,44564
77338,1429
77338,13
77338,489
77338,862
489931,75656
489931,269795
489931,37797
489931,912
489931,5143
147441,9837
147441,487558
147441,381284
147441,50014
147441,414425
576503,449176
576503,26280
576503,501902
576503,184352
576503,377154
419478,10947
419478,376660
419478,9880
419478,15144
419478,315635
569547,157353
569547,296
569547,62
569547,78
569547,335984
18239,24021
18239,50619
18239,36648
18239,50620
18239,49017
363676,87502
363676,423
363676,451915
363676,443009
296096,8966
296096,466282
296096,443463
296096,465136
296096,405774
273248,253412
273248,120
273248,44115
273248,9350
273248,978
76203,8619
76203,72331
76203,72976
76203,339408
76203,19067
274857,6520
274857,19957
274857,762
274857,18937
274857,346
53182,18823
53182,57165
53182,37958
53182,188207
53182,10323
446354,891
446354,363676
446354,451915
446354,443009
446354,399404
507076,184352
507076,449176
507076,376867
507076,467952
507076,424694
384018,168259
384018,337339
384018,401478
384018,10483
384018,109689
381283,1586
381283,339692
381283,442249
381283,424121
381283,475210
17979,13188
17979,1585
17979,9279
17979,8871
17979,13377
12783,27066
12783,4507
12783,843
12783,283227
12783,14
419831,1927
419831,155
419831,297762
419831,487670
419831,284052
448776,769
448776,10734
448776,107846
448776,278
448776,640
1124,291805
1124,44214
1124,75656
1124,675
1124,13374
395992,2067
395992,157336
395992,126889
395992,27179
470894,44912
470894,474395
470894,272
470894,9738
470894,415
443009,324786
443009,451915
443009,487558
273481,345887
273481,979
273481,2142
273481,4771
273481,956
72190,294254
72190,336843
72190,74
72190,262500
72190,445651
429203,339403
429203,75656
429203,359412
429203,507
429203,273481
15472,65754
15472,315837
15472,397837
15472,297762
15472,101299
487670,141052
487670,49521
487670,1924
487670,1452
487670,8536
440298,13
440298,235
440298,24420
440298,1259
440298,109689
462919,64255
462919,2976
462919,224141
462919,621
462919,557648
500919,984
500919,15069
500919,807
500919,75780
500919,445954
265208,309242
265208,8065
265208,32044
265208,10220
265208,524
400579,433
400579,277216
400579,15584
400579,10054
400579,2758
406997,1265
406997,73
406997,442062
406997,346364
406997,948
119450,76341
119450,157336
119450,63
119450,180
340666,222935
340666,2501
340666,2503
340666,8966
433498,451915
433498,334543
433498,424
433498,769
433498,467952
514619,527435
514619,11675
514619,8922
514619,4170
514619,8272
457136,401847
457136,640
457136,769
457136,424
457136,454227
64682,27066
64682,346685
64682,1259
64682,8966
64682,581
254,244
254,58
254,497
254,135397
254,4147
459910,627
459910,2034
459910,1900
459910,13815
459910,438808
472734,296096
472734,466282
472734,465136
472734,8966
472734,9880
418827,53932
418827,345
418827,28468
418827,10068
418827,796
414191,15021
414191,15206
414191,519247
414191,428449
414191,10065
2502,2501
2502,2503
2502,562
2502,13184
2502,1572
474354,336843
474354,1645
474354,8055
474354,13752
474354,7984
393519,449176
393519,26280
393519,10938
393519,184352
393519,376867
340674,340613
340674,340666
340674,51828
340674,267192
340674,41446
61791,119450
61791,76341
61791,63
61791,2048
61791,563
652,18823
652,57165
652,10693
652,188207
652,11527
11130,4974
11130,400617
11130,521
11130,82695
11130,597
1422,37645
1422,8012
1422,4771
1422,1266
1422,96
12162,405775
12162,600
12162,2502
12162,336843
12162,49021
392044,4176
392044,75780
392044,7007
392044,2275
392044,281957
449176,26280
449176,72478
449176,511785
301337,604
301337,605
301337,335984
301337,500664
301337,9739
378064,376660
378064,13342
378064,449176
378064,85350
378064,11887
168672,1422
168672,769
168672,8012
168672,9366
168672,156022
335797,260514
335797,9598
335797,9836
335797,258509
335797,44244
20662,375588
20662,10907
20662,11886
20662,11469
20662,41215
253412,9350
253412,281957
253412,399402
253412,290512
1402,451915
1402,310307
1402,8916
1402,10139
1402,2539
45269,38050
45269,1165
45269,858
45269,339397
45269,18320
406990,75780
406990,2275
406990,782
406990,4349
406990,949
460071,396371
460071,363676
460071,451915
460071,316029
460071,324786
476292,378064
476292,297762
476292,81
476292,370663
476292,52371
146233,37645
146233,345887
146233,984
146233,4771
146233,357096
50620,49017
50620,50619
50620,36648
201088,2502
201088,59961
201088,27576
201088,11859
201088,5503
6977,4836
6977,101
6977,13184
6977,189
6977,156022
502682,451480
502682,5951
502682,448514
502682,125255
44214,566512
44214,38810
44214,244786
44214,574
283350,812
283350,435126
283350,489929
283350,333339
283350,277547
787,13184
787,1620
787,249070
787,956
787,2501
38,1903
38,261470
38,521
38,576503
38,77
64690,341006
64690,769
64690,398175
64690,1991
64690,141733
278927,407436
278927,9502
278927,9325
278927,116149
278927,314095
491622,374720
491622,324786
491622,8741
491622,330459
491622,602
171274,769
171274,1949
171274,9880
171274,466282
171274,465136
120467,340613
120467,311
120467,539
120467,843
120467,97630
2503,2501
2503,4771
2503,9331
2503,8834
483184,357096
483184,281957
483184,458594
483184,345887
483184,74997
293768,984
293768,11859
293768,2142
293768,9737
293768,1572
296524,5919
296524,568
296524,2320
296524,551
296524,205775
400617,1597
400617,521
400617,1367
400617,399057
400617,3933
7840,425
7840,49519
7840,950
7840,278154
7840,387592
122906,13
122906,141
122906,433
122906,521
122906,627
465136,476926
465136,336843
465136,321612
465136,428078
465136,281957
2567,363676
2567,374720
2567,451915
2567,316029
2567,324786
220882,198663
220882,157350
220882,78
220882,336843
220882,294254
302946,339692
302946,400579
302946,395990
302946,629
302946,136795
384680,396373
384680,581
384680,395834
384680,8584
384680,281957
449459,197
449459,627
449459,399402
449459,428399
449459,2841
1417,566810
1417,426543
1417,10882
1417,11224
1417,224141
470229,357096
470229,133805
470229,238636
470229,281957
470229,948
339692,4771
339692,2749
339692,345887
339692,979
339692,868
82695,3131
82695,3933
82695,1894
82695,16563
82695,342473
399404,424
399404,11463
399404,746
399404,324786
399404,423
500475,8012
500475,4771
500475,9104
500475,17494
500475,398181
443463,8966
443463,398181
443463,417678
443463,414425
443463,466282
44264,281957
44264,336843
44264,101299
44264,7980
44264,359940
464502,74997
464502,458594
464502,281957
464502,10781
464502,357096
345938,281957
345938,336843
345938,322
345938,7980
345938,101299
254320,119450
254320,22970
254320,294254
254320,280
254320,782
385360,281957
385360,562
385360,245891
385360,442249
385360,470229
4349,11423
4349,8834
4349,562
4349,691
254172,13
254172,510
254172,458594
254172,340666
254172,122906
346685,2501
346685,27066
346685,2502
389015,396371
389015,443009
389015,363676
389015,451915
389015,399404
44115,2501
44115,568
44115,296524
44115,281957
44115,253412
455108,281957
455108,336843
455108,392044
455108,101299
455108,346364
290595,15472
290595,808
290595,809
290595,37430
68734,424694
68734,300671
68734,152532
68734,266856
68734,277216
124905,373571
124905,1682
124905,315011
124905,15766
124905,15767
283366,1452
283366,8536
283366,9531
283366,9738
283366,297762
70,1371
70,1374
70,1367
70,1375
70,921
454652,363676
454652,451915
454652,443009
454652,487558
454652,340613
493900,9542
493900,773
493900,920
493900,1878
493900,338766
37799,201088
37799,65754
37799,15472
37799,446807
37799,10428
109424,1865
109424,58
109424,166426
109424,381288
109424,298250
353326,340027
353326,334543
353326,205596
353326,640
353326,769
396371,1645
396371,413362
396371,363676
396371,346685
396371,640
338766,339692
338766,429200
338766,1696
338766,475
338766,8987
395841,357096
395841,75780
395841,4771
395841,281957
395841,395990
193756,281957
193756,336843
193756,424
193756,429351
193756,467952
1495,38543
1495,26175
1495,10786
1495,272061
1495,39382
84892,398818
84892,449176
84892,376867
84892,308369
84892,426613
557648,502220
557648,449176
557648,184352
557648,26280
557648,424694
68724,604
68724,605
68724,335984
68724,603
68724,2048
451925,576503
451925,817
451925,13
451925,38
451925,378064
110415,281957
110415,185
110415,280
110415,49049
110415,9482
261470,276
261470,34494
261470,24420
261470,979
376867,449176
376867,511785
376867,26280
376867,11421
376867,258480
503346,9555
503346,602
503346,137113
503346,47933
503346,9355
154400,324542
154400,64689
154400,769
154400,241554
154400,156022
13223,311
13223,245891
13223,345887
13223,277216
13223,53932
121046,149465
121046,147371
121046,149467
121046,149468
121046,454227
446791,345887
446791,74997
446791,424121
446791,769
446791,562
82693,417678
82693,203739
82693,109689
82693,14313
82693,1429
429200,339692
429200,769
429200,398181
429200,169917
429200,8012
453201,1573
453201,2501
453201,2503
453201,350
453201,424
75780,4771
75780,357096
75780,11423
75780,7007
75780,2275
400710,436274
400710,2142
400710,473149
400710,238636
400710,359940
274479,360814
274479,376290
274479,293768
274479,15472
274479,424
515916,370663
515916,152532
515916,507076
515916,419743
515916,398818
486947,11001
486947,6933
486947,1256
486947,21240
486947,275160
339103,769
339103,261023
339103,156022
339103,396371
339103,8012
399170,520360
399170,339403
399170,949
399170,9654
399170,298
395834,345887
395834,75780
395834,359412
395834,2142
300671,324786
300671,49021
300671,467952
300671,424
300671,402298
41233,224141
41233,621
41233,10020
41233,8587
41233,11631
295011,336843
295011,72190
295011,1562
295011,170
295011,19908
339877,306819
339877,281957
339877,581
339877,8619
339877,17979
41592,370663
41592,258480
41592,52371
41592,9813
41592,273153
333371,562
333371,293768
333371,146233
333371,345887
333371,1571
72570,1903
72570,2501
72570,458594
72570,346685
72570,77
398181,8012
398181,769
398181,281957
398181,4771
332567,578
332567,135397
332567,579
332567,345940
332567,44115
370663,513
370663,449176
370663,52371
370663,258480
370663,507076
116745,1907
116745,578
116745,403119
116745,492336
116745,579
302401,363676
302401,487558
302401,451915
302401,443009
302401,424
13374,449176
13374,18126
13374,9472
13374,489
1246,1366
1246,1367
1246,1375
1246,1371
1246,1374
505192,20352
505192,17917
505192,11236
505192,21198
505192,103413
196867,11224
196867,407655
196867,224141
196867,150689
196867,10545
152532,424694
152532,502220
152532,9800
152532,557648
152532,39934
222935,10229
222935,9880
222935,449176
222935,308369
222935,397837
112160,53932
112160,14
112160,449176
112160,17130
112160,2105
60308,398173
60308,424694
60308,524
60308,16562
60308,399248
1372,350
1372,65754
1372,1579
1372,616
1372,2024
345920,334541
345920,473149
345920,238636
345920,769
345920,339692
314365,376867
314365,11931
314365,507076
314365,449176
314365,446354
399057,956
399057,146233
399057,458594
399057,345887
399057,11713
4348,281957
4348,466282
4348,465136
4348,581
4348,8966
401905,101299
401905,198663
401905,157350
401905,2048
401905,294254
417678,109689
417678,61979
417678,13
417678,510
417678,449176
12405,9325
12405,11450
12405,20529
12405,130841
12405,283565
412862,10781
412862,39874
412862,371608
412862,948
412862,1696
87827,700
87827,10527
87827,205775
87827,9836
87827,551
379149,281957
379149,49021
379149,345887
379149,238636
379149,55846
39254,2048
39254,198184
39254,604
39254,605
39254,87101
186,156022
186,261023
186,4349
186,769
186,395834
318846,44639
318846,363676
318846,451915
318846,389015
318846,316029
1164,13184
1164,95
1164,2024
1164,11283
1164,142
4964,271718
4964,400579
4964,195589
4964,41210
4964,10160
27,786
27,1791
27,86331
27,6477
27,6575
4982,272
4982,769
4982,2034
4982,4836
4982,8012
429417,452507
429417,416234
429417,566512
429417,110415
429417,343674
10947,11887
10947,13649
10947,74018
10947,313369
10947,89185
381289,281957
381289,336843
381289,101299
381289,9880
381289,10140
339988,157353
339988,62
339988,264660
339988,296
339988,13027
1427,979
1427,281957
1427,345887
1427,10029
1427,473149
492258,363676
492258,324786
492258,451915
492258,443009
492258,487558
1579,346
1579,10191
1579,9902
1579,3170
8321,9279
8321,101
8321,8871
8321,11395
8321,11881
205587,1645
205587,389
205587,396371
205587,314365
205587,50348
82682,10651
82682,8012
82682,1266
82682,64689
82682,4836
491418,371645
491418,9364
491418,331588
491418,36536
491418,332045
